n,long_rd,lat_rd,row,name,city,country,IATA,ICAO,lat,long,altitude,timezone,DST,tz,type,source
1,-68.9118,18.4507,1759,Casa De Campo International Airport,La Romana,Dominican Republic,LRM,MDLR,18.450700759887695,-68.91179656982422,240,-4,U,America/Santo_Domingo,airport,OurAirports
1,-68.8281,44.8074,3463,Bangor International Airport,Bangor,United States,BGR,KBGR,44.80739974975586,-68.8281021118164,192,-5,A,America/New_York,airport,OurAirports
1,-68.7929,-32.8317,2452,El Plumerillo Airport,Mendoza,Argentina,MDZ,SAME,-32.8316993713,-68.7929000854,2310,-3,N,America/Mendoza,airport,OurAirports
1,-68.3634,18.5674,1760,Punta Cana International Airport,Punta Cana,Dominican Republic,PUJ,MDPC,18.567399978599997,-68.36340332030001,47,-4,U,America/Santo_Domingo,airport,OurAirports
1,-68.3615,44.45,4025,Hancock County-Bar Harbor Airport,Bar Harbor,United States,BHB,KBHB,44.45000076,-68.3615036,83,-5,A,America/New_York,airport,OurAirports
1,-68.2685,12.131,2896,Flamingo International Airport,Kralendijk,Netherlands Antilles,BON,TNCB,12.130999565124512,-68.26850128173828,20,-4,U,America/Curacao,airport,OurAirports
1,-68.1923,-16.5133,2762,El Alto International Airport,La Paz,Bolivia,LPB,SLLP,-16.5132999420166,-68.19229888916016,13355,-4,U,America/La_Paz,airport,OurAirports
1,-68.0448,46.689,3528,Northern Maine Regional Airport at Presque Isle,Presque Isle,United States,PQI,KPQI,46.68899918,-68.0447998,534,-5,A,America/New_York,airport,OurAirports
1,-67.9284,10.1497,2868,Arturo Michelena International Airport,Valencia,Venezuela,VLN,SVVA,10.14973258972168,-67.92839813232422,1411,-4,U,America/Caracas,airport,OurAirports
1,-67.1485,18.2557,2888,Eugenio Maria De Hostos Airport,Mayaguez,Puerto Rico,MAZ,TJMZ,18.255699157714844,-67.14849853515625,28,-4,U,America/Puerto_Rico,airport,OurAirports
1,-67.1294,18.4949,2885,Rafael Hernandez Airport,Aguadilla,Puerto Rico,BQN,TJBQ,18.49489974975586,-67.12940216064453,237,-4,U,America/Puerto_Rico,airport,OurAirports
1,-66.9906,10.6031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,-66.563,18.0083,2889,Mercedita Airport,Ponce,Puerto Rico,PSE,TJPS,18.00830078125,-66.56300354003906,29,-4,U,America/Puerto_Rico,airport,OurAirports
1,-66.5372,45.8689,56,Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.868900299072266,-66.537200927734375,68,-4,A,America/Halifax,airport,OurAirports
1,-66.0018,18.4394,2890,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,TJSJ,18.4393997192,-66.0018005371,9,-4,U,America/Puerto_Rico,airport,OurAirports
1,-65.8903,45.3161,135,Saint John Airport,St. John,Canada,YSJ,CYSJ,45.31610107421875,-65.89029693603516,357,-4,A,America/Halifax,airport,OurAirports
1,-65.4936,18.1348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,-64.9734,18.3373,2883,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,TIST,18.337299346923828,-64.97339630126953,23,-4,U,America/St_Thomas,airport,OurAirports
1,-64.7986,17.7019,2884,Henry E Rohlsen Airport,St. Croix Island,Virgin Islands,STX,TISX,17.701900482177734,-64.79859924316406,74,-4,U,America/St_Thomas,airport,OurAirports
1,-64.6787,32.364,4069,L.F. Wade International International Airport,Bermuda,Bermuda,BDA,TXKF,32.36399841308594,-64.67870330810547,12,-4,A,Atlantic/Bermuda,airport,OurAirports
1,-64.6786,46.1122,117,Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169067383,-64.67859649658203,232,-4,A,America/Halifax,airport,OurAirports
1,-64.543,18.4448,2903,Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,EIS,TUPJ,18.444799423217773,-64.542999267578125,15,-4,U,America/Tortola,airport,OurAirports
1,-64.208,-31.3236,2443,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,SACO,-31.323601,-64.208,1604,-3,N,America/Cordoba,airport,OurAirports
1,-63.5086,44.8808,73,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.8807983398,-63.5085983276,477,-4,A,America/Halifax,airport,OurAirports
1,-63.1354,-17.6448,2771,Viru Viru International Airport,Santa Cruz,Bolivia,VVI,SLVR,-17.6448,-63.135399,1224,-4,U,America/La_Paz,airport,OurAirports
1,-63.1211,46.29,182,Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,46.290000915527344,-63.12110137939453,160,-4,A,America/Halifax,airport,OurAirports
1,-63.1089,18.041,2899,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,SXM,TNCM,18.041000366200002,-63.1088981628,13,-4,U,America/Curacao,airport,OurAirports
1,-63.0551,18.2048,2900,Clayton J Lloyd International Airport,The Valley,Anguilla,AXA,TQPF,18.2048,-63.055099,127,-4,U,America/Anguilla,airport,OurAirports
1,-62.8436,17.9044,6460,Gustaf III Airport,Gustavia,France,SBH,TFFJ,17.904399871826172,-62.84360122680664,49,-4,E,NA,airport,OurAirports
1,-62.7187,17.3112,2891,Robert L. Bradshaw International Airport,Basse Terre,Saint Kitts and Nevis,SKB,TKPK,17.311199188232422,-62.71870040893555,170,-4,U,America/St_Kitts,airport,OurAirports
1,-62.5899,17.2057,6079,Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis,NEV,TKPN,17.205699920654297,-62.589900970458984,14,-4,U,America/St_Kitts,airport,OurAirports
1,-61.7927,17.1367,2874,V.C. Bird International Airport,Antigua,Antigua and Barbuda,ANU,TAPA,17.1367,-61.792702,62,-4,U,America/Antigua,airport,OurAirports
1,-61.7862,12.0042,2882,Point Salines International Airport,Point Salines,Grenada,GND,TGPY,12.004199981689453,-61.78620147705078,41,-4,U,America/Grenada,airport,OurAirports
1,-61.3372,10.5954,2902,Piarco International Airport,Port-of-spain,Trinidad and Tobago,POS,TTPP,10.595399856567383,-61.33720016479492,58,-4,U,America/Port_of_Spain,airport,OurAirports
1,-61.3,15.547,2877,Douglas-Charles Airport,Dominica,Dominica,DOM,TDPD,15.547,-61.299999,73,-4,U,America/Dominica,airport,OurAirports
1,-61.2109,13.1443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,-61.0032,14.591,2878,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,FDF,TFFF,14.590999603271484,-61.00320053100586,16,-4,U,America/Martinique,airport,OurAirports
1,-60.9929,14.0202,2893,George F. L. Charles Airport,Castries,Saint Lucia,SLU,TLPC,14.0202,-60.992901,22,-4,U,America/St_Lucia,airport,OurAirports
1,-60.9526,13.7332,2894,Hewanorra International Airport,Hewandorra,Saint Lucia,UVF,TLPL,13.7332,-60.952599,14,-4,U,America/St_Lucia,airport,OurAirports
1,-60.8322,11.1497,2901,Tobago-Crown Point Airport,Scarborough,Trinidad and Tobago,TAB,TTCP,11.149700164794922,-60.83219909667969,38,-4,U,America/Port_of_Spain,airport,OurAirports
1,-60.0497,-3.0386,2551,Eduardo Gomes International Airport,Manaus,Brazil,MAO,SBEG,-3.0386099815368652,-60.04970169067383,264,-4,S,America/Boa_Vista,airport,OurAirports
1,-60.0478,46.1614,126,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.1614,-60.047798,203,-4,A,America/Halifax,airport,OurAirports
1,-59.4925,13.0746,2875,Sir Grantley Adams International Airport,Bridgetown,Barbados,BGI,TBPB,13.0746002197,-59.4925003052,169,-4,U,America/Barbados,airport,OurAirports
1,-59.0561,-27.45,2469,Resistencia International Airport,Resistencia,Argentina,RES,SARE,-27.45,-59.0561,173,-3,N,America/Cordoba,airport,OurAirports
1,-58.5358,-34.8222,3988,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,SAEZ,-34.8222,-58.5358,67,-3,N,America/Buenos_Aires,airport,OurAirports
1,-58.4156,-34.5592,2442,Jorge Newbery Airpark,Buenos Aires,Argentina,AEP,SABE,-34.5592,-58.4156,18,-3,N,America/Buenos_Aires,airport,OurAirports
1,-58.2541,6.4986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,-57.5733,-37.9342,2508,Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,SAZM,-37.9342,-57.5733,72,-3,N,America/Buenos_Aires,airport,OurAirports
1,-57.52,-25.24,2699,Silvio Pettirossi International Airport,Asuncion,Paraguay,ASU,SGAS,-25.239999771118164,-57.52000045776367,292,-4,S,America/Asuncion,airport,OurAirports
1,-57.3914,49.2108,45,Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21080017089844,-57.39139938354492,72,-3.5,A,America/St_Johns,airport,OurAirports
1,-56.1167,-15.6529,2548,Marechal Rondon Airport,Cuiaba,Brazil,CGB,SBCY,-15.6528997421,-56.1166992188,617,-4,S,America/Campo_Grande,airport,OurAirports
1,-56.0308,-34.8384,2816,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,MVD,SUMU,-34.838402,-56.0308,105,-3,S,America/Montevideo,airport,OurAirports
1,-55.1878,5.4528,2773,Johan Adolf Pengel International Airport,Zandery,Suriname,PBM,SMJP,5.4528298377999995,-55.1878013611,59,-3,U,America/Paramaribo,airport,OurAirports
1,-54.6725,-20.4687,2538,Campo Grande Airport,Campo Grande,Brazil,CGR,SBCG,-20.468700408900002,-54.6725006104,1833,-4,S,America/Campo_Grande,airport,OurAirports
1,-54.485,-25.6003,2554,Cataratas International Airport,Foz Do Iguacu,Brazil,IGU,SBFI,-25.600278854370117,-54.48500061035156,786,-3,S,America/Sao_Paulo,airport,OurAirports
1,-54.4734,-25.7373,2471,Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,IGR,SARI,-25.737301,-54.4734,916,-3,N,America/Cordoba,airport,OurAirports
1,-52.7519,47.6186,189,St. John's International Airport,St. John's,Canada,YYT,CYYT,47.618598938,-52.7518997192,461,-3.5,A,America/St_Johns,airport,OurAirports
1,-51.1714,-29.9944,2599,Salgado Filho Airport,Porto Alegre,Brazil,POA,SBPA,-29.994400024414062,-51.1713981628418,11,-3,S,America/Sao_Paulo,airport,OurAirports
1,-51.1301,-23.3336,2581,Governador José Richa Airport,Londrina,Brazil,LDB,SBLO,-23.333599090599996,-51.1301002502,1867,-3,S,America/Sao_Paulo,airport,OurAirports
1,-49.2207,-16.632,2562,Santa Genoveva Airport,Goiania,Brazil,GYN,SBGO,-16.631999969482422,-49.220699310302734,2450,-3,S,America/Sao_Paulo,airport,OurAirports
1,-49.1758,-25.5285,2545,Afonso Pena Airport,Curitiba,Brazil,CWB,SBCT,-25.5284996033,-49.1758003235,2988,-3,S,America/Sao_Paulo,airport,OurAirports
1,-48.5525,-27.6703,2555,Hercílio Luz International Airport,Florianopolis,Brazil,FLN,SBFL,-27.670278549194336,-48.5525016784668,16,-3,S,America/Sao_Paulo,airport,OurAirports
1,-48.4763,-1.3793,2526,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,SBBE,-1.3792500495900002,-48.4762992859,54,-3,S,America/Belem,airport,OurAirports
1,-47.9208,-15.8692,2531,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,SBBR,-15.86916732788086,-47.920833587646484,3497,-3,S,America/Sao_Paulo,airport,OurAirports
1,-47.1345,-23.0074,2578,Viracopos International Airport,Campinas,Brazil,VCP,SBKP,-23.0074005127,-47.1344985962,2170,-3,S,America/Sao_Paulo,airport,OurAirports
1,-46.6564,-23.6261,2618,Congonhas Airport,Sao Paulo,Brazil,CGH,SBSP,-23.626110076904297,-46.65638732910156,2631,-3,S,America/Sao_Paulo,airport,OurAirports
1,-46.4731,-23.4356,2564,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,SBGR,-23.435556411743164,-46.47305679321289,2459,-3,S,America/Sao_Paulo,airport,OurAirports
1,-43.9719,-19.6244,2537,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,SBCF,-19.62444305419922,-43.97194290161133,2715,-3,S,America/Sao_Paulo,airport,OurAirports
1,-43.2506,-22.81,2560,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,SBGL,-22.8099994659,-43.2505569458,28,-3,S,America/Sao_Paulo,airport,OurAirports
1,-43.1631,-22.9105,2612,Santos Dumont Airport,Rio De Janeiro,Brazil,SDU,SBRJ,-22.910499572799996,-43.1631011963,11,-3,S,America/Sao_Paulo,airport,OurAirports
1,-40.2864,-20.2581,2638,Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX,SBVT,-20.258057,-40.286388,11,-3,S,America/Sao_Paulo,airport,OurAirports
1,-39.0809,-16.4386,4209,Porto Seguro Airport,Porto Seguro,Brazil,BPS,SBPS,-16.438601,-39.080898,168,-3,S,America/Fortaleza,airport,OurAirports
2,-38.5326,-3.7763,2559,Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,-3.776279926300049,-38.53260040283203,82,-3,S,America/Fortaleza,airport,OurAirports
1,-38.3225,-12.9086,2621,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SSA,SBSV,-12.9086112976,-38.3224983215,64,-3,S,America/Fortaleza,airport,OurAirports
1,-35.7917,-9.5108,2590,Zumbi dos Palmares Airport,Maceio,Brazil,MCZ,SBMO,-9.510809898376465,-35.79169845581055,387,-3,S,America/Fortaleza,airport,OurAirports
1,-35.2477,-5.9114,13723,Augusto Severo Airport,Natal,Brazil,NA,SBNT,-5.91141986847,-35.2476997375,169,NA,NA,NA,airport,OurAirports
1,-34.9486,-7.1458,2575,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA,SBJP,-7.145833015440001,-34.9486122131,217,-3,S,America/Fortaleza,airport,OurAirports
1,-34.9236,-8.1265,2610,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,REC,SBRF,-8.126489639282227,-34.92359924316406,33,-3,S,America/Fortaleza,airport,OurAirports
1,-25.6979,37.7412,1633,João Paulo II Airport,Ponta Delgada,Portugal,PDL,LPPD,37.7411994934,-25.6979007721,259,-1,E,Atlantic/Azores,airport,OurAirports
1,-22.6056,63.985,16,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.985000610352,-22.605600357056,171,0,N,Atlantic/Reykjavik,airport,OurAirports
1,-17.4902,14.7397,1084,Léopold Sédar Senghor International Airport,Dakar,Senegal,DKR,GOOY,14.739700317382812,-17.49020004272461,85,0,N,Africa/Dakar,airport,OurAirports
1,-16.7745,32.6979,4091,Madeira Airport,Funchal,Portugal,FNC,LPMA,32.697899,-16.7745,192,0,E,Europe/Lisbon,airport,OurAirports
1,-16.6522,13.338,1050,Banjul International Airport,Banjul,Gambia,BJL,GBYD,13.338000297546387,-16.65220069885254,95,0,N,Africa/Banjul,airport,OurAirports
1,-16.5725,28.0445,1056,Tenerife South Airport,Tenerife,Spain,TFS,GCTS,28.044500351,-16.5725002289,209,0,E,Atlantic/Canary,airport,OurAirports
1,-16.3415,28.4827,1057,Tenerife Norte Airport,Tenerife,Spain,TFN,GCXO,28.4827003479,-16.3414993286,2076,0,E,Atlantic/Canary,airport,OurAirports
1,-15.3866,27.9319,1054,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.931900024414062,-15.38659954071045,78,0,E,Atlantic/Canary,airport,OurAirports
1,-13.612,9.5769,4162,Conakry International Airport,Conakry,Guinea,CKY,GUCY,9.57689,-13.612,72,0,N,Africa/Conakry,airport,OurAirports
1,-13.6052,28.9455,1055,Lanzarote Airport,Arrecife,Spain,ACE,GCRR,28.945499,-13.6052,46,0,E,Atlantic/Canary,airport,OurAirports
1,-13.1955,8.6164,1059,Lungi International Airport,Freetown,Sierra Leone,FNA,GFLL,8.61644,-13.1955,84,0,N,Africa/Freetown,airport,OurAirports
1,-10.3623,6.2338,1063,Roberts International Airport,Monrovia,Liberia,ROB,GLRB,6.23379,-10.3623,31,0,N,Africa/Monrovia,airport,OurAirports
1,-9.1359,38.7813,1638,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,LPPT,38.7813,-9.13592,374,0,E,Europe/Lisbon,airport,OurAirports
1,-8.9248,52.702,603,Shannon Airport,Shannon,Ireland,SNN,EINN,52.702,-8.92482,46,0,E,Europe/Dublin,airport,OurAirports
2,-8.6814,41.2481,1636,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,LPPR,41.2481002808,-8.68138980865,228,0,E,Europe/Lisbon,airport,OurAirports
1,-8.6268,42.2318,1250,Vigo Airport,Vigo,Spain,VGO,LEVX,42.2318000793457,-8.62677001953125,856,1,E,Europe/Madrid,airport,OurAirports
1,-8.4911,51.8413,596,Cork Airport,Cork,Ireland,ORK,EICK,51.84130096435547,-8.491109848022461,502,0,E,Europe/Dublin,airport,OurAirports
1,-8.4151,42.8963,1243,Santiago de Compostela Airport,Santiago,Spain,SCQ,LEST,42.89630126953125,-8.415140151977539,1213,1,E,Europe/Madrid,airport,OurAirports
1,-8.3773,43.3021,1220,A Coruña Airport,La Coruna,Spain,LCG,LECO,43.302101,-8.37726,326,1,E,Europe/Madrid,airport,OurAirports
1,-8.0363,31.6069,1075,Menara Airport,Marrakech,Morocco,RAK,GMMX,31.606899261499997,-8.03629970551,1545,0,N,Africa/Casablanca,airport,OurAirports
1,-7.9659,37.0144,1626,Faro Airport,Faro,Portugal,FAO,LPFR,37.0144004822,-7.96590995789,24,0,E,Europe/Lisbon,airport,OurAirports
1,-7.9499,12.5335,1044,Modibo Keita International Airport,Bamako,Mali,BKO,GABS,12.5335,-7.94994,1247,0,N,Africa/Bamako,airport,OurAirports
1,-7.59,33.3675,1074,Mohammed V International Airport,Casablanca,Morocco,CMN,GMMN,33.36750030517578,-7.589970111846924,656,0,N,Africa/Casablanca,airport,OurAirports
1,-6.7515,34.0515,1072,Rabat-Salé Airport,Rabat,Morocco,RBA,GMME,34.051498,-6.75152,276,0,N,Africa/Casablanca,airport,OurAirports
1,-6.2701,53.4213,599,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242,0,E,Europe/Dublin,airport,OurAirports
1,-6.2158,54.6575,465,Belfast International Airport,Belfast,United Kingdom,BFS,EGAA,54.6575012207,-6.2158298492399995,268,0,E,Europe/London,airport,OurAirports
1,-6.0601,36.7446,1226,Jerez Airport,Jerez,Spain,XRY,LEJR,36.744598388671875,-6.060110092163086,93,1,E,Europe/Madrid,airport,OurAirports
1,-5.8931,37.418,1253,Sevilla Airport,Sevilla,Spain,SVQ,LEZL,37.417999267578125,-5.8931097984313965,112,1,E,Europe/Madrid,airport,OurAirports
1,-5.8725,54.6181,467,George Best Belfast City Airport,Belfast,United Kingdom,BHD,EGAC,54.618099212646484,-5.872499942779541,15,0,E,Europe/London,airport,OurAirports
1,-5.6864,55.4372,5563,Campbeltown Airport,Campbeltown,United Kingdom,CAL,EGEC,55.437198638916016,-5.686389923095703,42,0,E,Europe/London,airport,OurAirports
1,-4.4991,36.6749,1230,Málaga Airport,Malaga,Spain,AGP,LEMG,36.67490005493164,-4.499110221862793,53,1,E,Europe/Madrid,airport,OurAirports
1,-4.4331,55.8719,534,Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.8718986511,-4.43306016922,26,0,E,Europe/London,airport,OurAirports
1,-3.9263,5.2614,253,Port Bouet Airport,Abidjan,Cote d'Ivoire,ABJ,DIAP,5.261390209197998,-3.9262900352478027,21,0,N,Africa/Abidjan,airport,OurAirports
1,-3.7774,37.1887,1223,Federico Garcia Lorca Airport,Granada,Spain,GRX,LEGR,37.18870162963867,-3.777359962463379,1860,1,E,Europe/Madrid,airport,OurAirports
1,-3.5668,40.4936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,-3.3725,55.95,535,Edinburgh Airport,Edinburgh,United Kingdom,EDI,EGPH,55.95000076293945,-3.372499942779541,135,0,E,Europe/London,airport,OurAirports
1,-3.3433,51.3967,488,Cardiff International Airport,Cardiff,United Kingdom,CWL,EGFF,51.39670181274414,-3.343329906463623,220,0,E,Europe/London,airport,OurAirports
1,-2.9106,43.3011,1216,Bilbao Airport,Bilbao,Spain,BIO,LEBB,43.30110168457031,-2.9106099605560303,138,1,E,Europe/Madrid,airport,OurAirports
1,-2.8497,53.3336,491,Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,EGGP,53.33359909057617,-2.849720001220703,80,0,E,Europe/London,airport,OurAirports
1,-2.7191,51.3827,490,Bristol Airport,Bristol,United Kingdom,BRS,EGGD,51.382702,-2.71909,622,0,E,Europe/London,airport,OurAirports
1,-2.275,53.3537,478,Manchester Airport,Manchester,United Kingdom,MAN,EGCC,53.35369873046875,-2.2749500274658203,257,0,E,Europe/London,airport,OurAirports
1,-2.1978,57.2019,532,Aberdeen Dyce Airport,Aberdeen,United Kingdom,ABZ,EGPD,57.201900482177734,-2.197779893875122,215,0,E,Europe/London,airport,OurAirports
1,-1.748,52.4539,469,Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.453899383499994,-1.74802994728,327,0,E,Europe/London,airport,OurAirports
1,-1.6917,55.0375,521,Newcastle Airport,Newcastle,United Kingdom,NCL,EGNT,55.037498474121094,-1.6916699409484863,266,0,E,Europe/London,airport,OurAirports
1,-1.6606,53.8659,517,Leeds Bradford Airport,Leeds,United Kingdom,LBA,EGNM,53.86589813232422,-1.6605700254440308,681,0,E,Europe/London,airport,OurAirports
1,-1.6107,47.1532,1418,Nantes Atlantique Airport,Nantes,France,NTE,LFRS,47.153198242200006,-1.61073005199,90,1,E,Europe/Paris,airport,OurAirports
1,-1.5124,12.3532,246,Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.3532,-1.51242,1037,0,N,Africa/Ouagadougou,airport,OurAirports
1,-0.7156,44.8283,1264,Bordeaux-Mérignac Airport,Bordeaux,France,BOD,LFBD,44.828300476100004,-0.715556025505,162,1,E,Europe/Paris,airport,OurAirports
1,-0.5582,38.2822,1212,Alicante International Airport,Alicante,Spain,ALC,LEAL,38.28219985961914,-0.5581560134887695,142,1,E,Europe/Madrid,airport,OurAirports
1,-0.4816,39.4893,1246,Valencia Airport,Valencia,Spain,VLC,LEVC,39.4893,-0.481625,240,1,E,Europe/Madrid,airport,OurAirports
1,-0.4619,51.4706,507,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83,0,E,Europe/London,airport,OurAirports
1,-0.1903,51.1481,502,London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148102,-0.190278,202,0,E,Europe/London,airport,OurAirports
1,-0.1668,5.6052,248,Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.605189800262451,-0.16678600013256073,205,0,N,Africa/Accra,airport,OurAirports
1,0.0553,51.5053,503,London City Airport,London,United Kingdom,LCY,EGLC,51.505299,0.055278,19,0,E,Europe/London,airport,OurAirports
1,0.235,51.885,548,London Stansted Airport,London,United Kingdom,STN,EGSS,51.8849983215,0.234999999404,348,0,E,Europe/London,airport,OurAirports
2,0.6956,51.5714,508,Southend Airport,Southend,United Kingdom,SEN,EGMC,51.5713996887207,0.6955559849739075,49,0,E,Europe/London,airport,OurAirports
1,1.2545,6.1656,298,Lomé-Tokoin Airport,Lome,Togo,LFW,DXXX,6.165609836578369,1.2545100450515747,72,0,N,Africa/Lome,airport,OurAirports
1,1.3638,43.6291,1273,Toulouse-Blagnac Airport,Toulouse,France,TLS,LFBO,43.629101,1.36382,499,1,E,Europe/Paris,airport,OurAirports
1,1.3731,38.8729,1225,Ibiza Airport,Ibiza,Spain,IBZ,LEIB,38.872898101800004,1.3731199502899998,24,1,E,Europe/Madrid,airport,OurAirports
1,2.0785,41.2971,1218,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12,1,E,Europe/Madrid,airport,OurAirports
1,2.3594,48.7253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2.3844,6.3572,245,Cadjehoun Airport,Cotonou,Benin,COO,DBBB,6.357230186462402,2.384350061416626,19,1,N,Africa/Porto-Novo,airport,OurAirports
1,2.55,49.0128,1382,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.012798,2.55,392,1,E,Europe/Paris,airport,OurAirports
2,2.7388,39.5517,3998,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,LEPA,39.551700592,2.73881006241,27,1,E,Europe/Madrid,airport,OurAirports
1,3.2154,36.691,210,Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.691001892089844,3.215409994125366,82,1,N,Africa/Algiers,airport,OurAirports
1,3.3212,6.5774,273,Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,6.5773701667785645,3.321160078048706,135,1,N,Africa/Lagos,airport,OurAirports
1,3.963,43.5762,1359,Montpellier-Méditerranée Airport,Montpellier,France,MPL,LFMT,43.57619857788086,3.96301007270813,17,1,E,Europe/Paris,airport,OurAirports
1,4.4372,51.9569,591,Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,EHRD,51.956902,4.43722,-15,1,E,Europe/Amsterdam,airport,OurAirports
1,4.4844,50.9014,302,Brussels Airport,Brussels,Belgium,BRU,EBBR,50.901401519800004,4.48443984985,184,1,E,Europe/Brussels,airport,OurAirports
1,4.7639,52.3086,580,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11,1,E,Europe/Amsterdam,airport,OurAirports
1,5.0908,45.7264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5.2181,60.2934,636,Bergen Airport Flesland,Bergen,Norway,BGO,ENBR,60.29339981,5.218140125,170,1,E,Europe/Oslo,airport,OurAirports
1,5.2214,43.4393,1353,Marseille Provence Airport,Marseille,France,MRS,LFML,43.439271922,5.22142410278,74,1,E,Europe/Paris,airport,OurAirports
1,5.3745,51.4501,585,Eindhoven Airport,Eindhoven,Netherlands,EIN,EHEH,51.4500999451,5.37452983856,74,1,E,Europe/Amsterdam,airport,OurAirports
1,5.6378,58.8767,666,Stavanger Airport Sola,Stavanger,Norway,SVG,ENZV,58.876701354,5.6377801895,29,1,E,Europe/Oslo,airport,OurAirports
1,6.109,46.2381,1665,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.23809814453125,6.108950138092041,1411,1,E,Europe/Paris,airport,OurAirports
1,6.2115,49.6266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,6.7668,51.2895,345,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147,1,E,Europe/Berlin,airport,OurAirports
1,6.9496,5.0155,275,Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,DNPO,5.0154900550842285,6.94959020614624,87,1,N,Africa/Lagos,airport,OurAirports
1,7.1427,50.8659,344,Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.8658981323,7.1427397728,302,1,E,Europe/Berlin,airport,OurAirports
1,7.2159,43.6584,1354,Nice-Côte d'Azur Airport,Nice,France,NCE,LFMN,43.6584014893,7.215869903560001,12,1,E,Europe/Paris,airport,OurAirports
1,7.2632,9.0068,260,Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.0067901611328125,7.263169765472412,1123,1,N,Africa/Lagos,airport,OurAirports
1,7.5299,47.5896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7.6282,48.5383,1435,Strasbourg Airport,Strasbourg,France,SXB,LFST,48.538299560546875,7.628230094909668,505,1,E,Europe/Paris,airport,OurAirports
